"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 09:48:28 GMT 2021","Tue Aug 10 09:48:37 GMT 2021","9545","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 3 of 3",""
"broken","Tue Aug 10 09:46:34 GMT 2021","Tue Aug 10 09:46:51 GMT 2021","16404","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","repeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"passed","Tue Aug 10 09:48:47 GMT 2021","Tue Aug 10 09:48:58 GMT 2021","11211","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogin","repetition 2 of 3",""
"broken","Tue Aug 10 09:46:06 GMT 2021","Tue Aug 10 09:46:14 GMT 2021","8186","","Tests.NewDataInputTest","","Tests.NewDataInputTest","newDataInputBioTest","repetition 1 of 3",""
"passed","Tue Aug 10 09:50:06 GMT 2021","Tue Aug 10 09:50:31 GMT 2021","24763","","Tests.MorePageListTest","","Tests.MorePageListTest","searchByTitleTest","repetition 2 of 3",""
"broken","Tue Aug 10 09:46:51 GMT 2021","Tue Aug 10 09:47:02 GMT 2021","11479","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","repeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"broken","Tue Aug 10 09:46:14 GMT 2021","Tue Aug 10 09:46:34 GMT 2021","19900","","Tests.ChangeDataTest","","Tests.ChangeDataTest","changeDataInProfileBio","repetition 2 of 3",""
"broken","Tue Aug 10 09:46:34 GMT 2021","Tue Aug 10 09:46:34 GMT 2021","271","","Tests.NewDataInputTest","","Tests.NewDataInputTest","newDataInputBioTest","repetition 3 of 3",""
"passed","Tue Aug 10 09:49:38 GMT 2021","Tue Aug 10 09:49:41 GMT 2021","3000","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","privacyPolicyTest","repetition 3 of 3",""
"broken","Tue Aug 10 09:46:14 GMT 2021","Tue Aug 10 09:46:34 GMT 2021","19951","","Tests.NewDataInputTest","","Tests.NewDataInputTest","newDataInputBioTest","repetition 2 of 3",""
"passed","Tue Aug 10 09:47:54 GMT 2021","Tue Aug 10 09:48:06 GMT 2021","11706","","Tests.DeleteDataTest","","Tests.DeleteDataTest","deleteDataFromBio","repetition 3 of 3",""
"passed","Tue Aug 10 09:49:09 GMT 2021","Tue Aug 10 09:49:14 GMT 2021","4640","","Tests.ListDataTest","","Tests.ListDataTest","listDataFromTopBoxTest","repetition 1 of 3",""
"passed","Tue Aug 10 09:47:02 GMT 2021","Tue Aug 10 09:47:17 GMT 2021","14789","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 2 of 3",""
"passed","Tue Aug 10 09:50:31 GMT 2021","Tue Aug 10 09:50:55 GMT 2021","24216","","Tests.MorePageListTest","","Tests.MorePageListTest","searchByTitleTest","repetition 3 of 3",""
