"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 14:48:01 GMT 2021","Tue Aug 10 14:48:04 GMT 2021","2817","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","privacyPolicyTest","repetition 3 of 3",""
"passed","Tue Aug 10 14:45:34 GMT 2021","Tue Aug 10 14:45:48 GMT 2021","14354","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 3 of 3",""
"passed","Tue Aug 10 14:46:37 GMT 2021","Tue Aug 10 14:46:45 GMT 2021","7932","","Tests.DeleteDataTest","","Tests.DeleteDataTest","deleteDataFromBio","repetition 3 of 3",""
"passed","Tue Aug 10 14:45:19 GMT 2021","Tue Aug 10 14:45:34 GMT 2021","14629","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 2 of 3",""
"passed","Tue Aug 10 14:47:31 GMT 2021","Tue Aug 10 14:47:40 GMT 2021","9307","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogin","repetition 3 of 3",""
"passed","Tue Aug 10 14:46:27 GMT 2021","Tue Aug 10 14:46:37 GMT 2021","9496","","Tests.DeleteDataTest","","Tests.DeleteDataTest","deleteDataFromBio","repetition 2 of 3",""
"passed","Tue Aug 10 14:49:50 GMT 2021","Tue Aug 10 14:50:00 GMT 2021","10318","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","repeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"passed","Tue Aug 10 14:49:27 GMT 2021","Tue Aug 10 14:49:39 GMT 2021","12094","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","repeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"passed","Tue Aug 10 14:45:55 GMT 2021","Tue Aug 10 14:46:06 GMT 2021","10338","","Tests.NewDataInputTest","","Tests.NewDataInputTest","newDataInputBioTest","repetition 2 of 3",""
"passed","Tue Aug 10 14:47:03 GMT 2021","Tue Aug 10 14:47:13 GMT 2021","9454","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 3 of 3",""
"passed","Tue Aug 10 14:46:06 GMT 2021","Tue Aug 10 14:46:17 GMT 2021","11139","","Tests.NewDataInputTest","","Tests.NewDataInputTest","newDataInputBioTest","repetition 3 of 3",""
"passed","Tue Aug 10 14:49:39 GMT 2021","Tue Aug 10 14:49:50 GMT 2021","10716","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","repeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"passed","Tue Aug 10 14:44:54 GMT 2021","Tue Aug 10 14:45:05 GMT 2021","10822","","Tests.ChangeDataTest","","Tests.ChangeDataTest","changeDataInProfileBio","repetition 3 of 3",""
"passed","Tue Aug 10 14:46:17 GMT 2021","Tue Aug 10 14:46:27 GMT 2021","10301","","Tests.DeleteDataTest","","Tests.DeleteDataTest","deleteDataFromBio","repetition 1 of 3",""
"passed","Tue Aug 10 14:44:43 GMT 2021","Tue Aug 10 14:44:54 GMT 2021","11107","","Tests.ChangeDataTest","","Tests.ChangeDataTest","changeDataInProfileBio","repetition 2 of 3",""
"passed","Tue Aug 10 14:45:05 GMT 2021","Tue Aug 10 14:45:19 GMT 2021","14001","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 1 of 3",""
"passed","Tue Aug 10 14:46:45 GMT 2021","Tue Aug 10 14:46:54 GMT 2021","9566","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 1 of 3",""
"passed","Tue Aug 10 14:43:57 GMT 2021","Tue Aug 10 14:44:43 GMT 2021","46225","","Tests.ChangeDataTest","","Tests.ChangeDataTest","changeDataInProfileBio","repetition 1 of 3",""
"passed","Tue Aug 10 14:47:45 GMT 2021","Tue Aug 10 14:47:50 GMT 2021","4611","","Tests.ListDataTest","","Tests.ListDataTest","listDataFromTopBoxTest","repetition 2 of 3",""
